Id,SalePrice
1596,232685.36
1597,160456.76
1598,200080.41
1599,184245.0
1600,186021.0
1601,77858.55
1602,116518.5
1603,98231.05
1604,263856.54
1605,239308.2
1606,171097.5
1607,175530.06
1608,208231.74
1609,200349.65
1610,159797.42
1611,153508.37
1612,160479.91
1613,171532.72
1614,116155.48
1615,85719.5
1616,84269.0
1617,85149.0
1618,129521.0
1619,129225.0
1620,164357.11
1621,136218.33
1622,151412.54
1623,247325.84
1624,190079.0
1625,127235.41
1626,169211.82
1627,183152.0
1628,268571.43
1629,181694.5
1630,343106.75
1631,230470.72
1632,270797.45
1633,172545.52
1634,180450.5
1635,175562.22
1636,164735.08
1637,174036.12
1638,214891.6
1639,192597.5
1640,265420.86
1641,183089.0
1642,221954.67
1643,233781.72
1644,238909.14
1645,170289.47
1646,152975.5
1647,160759.2
1648,142682.87
1649,143751.0
1650,116210.99
1651,123059.24
1652,90808.0
1653,95132.0
1654,153916.0
1655,144492.35
1656,150160.0
1657,153226.5
1658,153608.75
1659,135367.9
1660,150763.5
1661,428088.54
1662,401993.43
1663,364401.1
1664,438663.26
1665,324028.95
1666,281878.44
1667,369042.13
1668,327048.1
1669,289931.38
1670,328099.15
1671,257562.69
1672,448564.99
1673,308136.22
1674,259356.74
1675,188451.66
1676,192541.05
1677,214831.16
1678,440787.28
1679,344077.96
1680,346618.33
1681,280128.75
1682,275862.02
1683,178398.65
1684,174434.45
1685,176070.9
1686,169167.14
1687,170957.26
1688,191141.64
1689,190249.7
1690,180396.75
1691,176681.05
1692,245532.0
1693,167870.1
1694,181928.04
1695,171452.52
1696,278558.49
1697,174158.52
1698,339561.43
1699,324295.99
1700,238772.86
1701,275266.48
1702,282574.11
1703,279915.51
1704,274470.79
1705,261278.18
1706,409724.24
1707,216560.99
1708,217680.93
1709,284332.46
1710,225704.9
1711,239452.1
1712,273646.5
1713,234776.11
1714,215623.78
1715,192064.0
1716,200743.7
1717,177194.31
1718,158676.0
1719,210530.73
1720,251364.81
1721,176303.2
1722,154483.0
1723,154698.75
1724,217095.45
1725,238023.2
1726,190394.5
1727,172569.19
1728,184629.38
1729,166021.22
1730,168530.03
1731,127739.6
1732,121148.99
1733,119126.24
1734,133275.5
1735,130886.5
1736,116633.91
1737,340964.21
1738,221216.07
1739,286380.27
1740,194041.76
1741,185188.83
1742,172520.97
1743,173090.3
1744,314079.33
1745,243646.16
1746,300435.02
1747,219166.52
1748,211081.54
1749,157625.19
1750,146235.96
1751,249395.0
1752,117644.83
1753,148945.5
1754,207504.9
1755,160716.82
1756,115220.98
1757,118611.65
1758,138282.57
1759,162974.32
1760,153396.32
1761,154620.0
1762,173136.27
1763,159302.5
1764,120528.75
1765,162338.0
1766,172188.0
1767,204395.82
1768,138329.25
1769,168474.9
1770,142729.5
1771,130189.5
1772,140558.58
1773,134060.08
1774,127004.58
1775,134653.0
1776,136267.25
1777,108835.13
1778,129064.0
1779,126444.25
1780,169514.22
1781,127978.0
1782,104265.08
1783,135218.42
1784,97058.02
1785,109711.73
1786,142239.58
1787,174411.93
1788,59841.81
1789,89399.9
1790,85904.98
1791,176527.69
1792,160331.5
1793,137764.76
1794,132382.0
1795,142275.75
1796,155284.5
1797,106469.59
1798,129026.0
1799,115567.5
1800,137288.37
1801,134972.0
1802,143903.55
1803,154600.0
1804,136462.1
1805,138769.0
1806,122434.7
1807,134255.61
1808,124395.41
1809,134852.44
1810,145556.52
1811,117366.5
1812,115508.35
1813,121641.0
1814,94022.0
1815,55582.99
1816,107863.85
1817,111860.67
1818,140242.87
1819,122288.69
1820,86416.5
1821,129835.96
1822,145253.96
1823,63039.1
1824,140723.25
1825,149259.08
1826,108184.22
1827,114042.08
1828,139908.87
1829,105752.28
1830,139203.21
1831,198855.78
1832,114807.34
1833,136383.37
1834,145793.25
1835,171869.25
1836,131994.93
1837,96502.35
1838,140263.29
1839,87645.5
1840,171616.22
1841,136706.77
1842,89339.93
1843,141987.0
1844,143482.7
1845,154397.25
1846,155231.0
1847,164424.01
1848,57561.47
1849,132891.75
1850,130432.0
1851,159275.5
1852,123607.75
1853,131962.68
1854,163973.25
1855,168011.73
1856,214906.78
1857,175248.13
1858,140121.06
1859,122471.93
1860,149650.91
1861,122471.93
1862,291702.69
1863,277812.49
1864,277812.49
1865,337187.85
1866,339371.6
1867,246014.22
1868,289151.7
1869,192116.55
1870,218653.46
1871,248408.4
1872,173491.72
1873,223668.15
1874,140836.5
1875,196153.81
1876,189555.9
1877,192875.41
1878,216418.92
1879,131799.0
1880,126224.3
1881,221807.56
1882,277713.77
1883,202257.25
1884,218098.11
1885,253267.95
1886,275969.23
1887,184583.67
1888,265497.12
1889,167001.99
1890,137529.8
1891,144559.82
1892,110341.95
1893,128351.18
1894,122735.21
1895,148417.5
1896,127864.0
1897,117056.0
1898,115857.58
1899,136148.0
1900,149198.75
1901,154053.89
1902,136379.95
1903,234500.58
1904,129180.8
1905,180169.5
1906,154848.92
1907,186411.96
1908,110782.16333333332
1909,125172.03
1910,122932.03
1911,199609.4
1912,280125.78
1913,140079.74
1914,64283.91
1915,338302.33
1916,67072.97
1917,258134.85
1918,136826.1
1919,164885.24
1920,156969.85
1921,380134.02
1922,310764.25
1923,212146.52
1924,212217.3
1925,233264.94
1926,361871.98
1927,142473.0
1928,159974.74
1929,127396.1
1930,144545.37
1931,129982.5
1932,138329.5
1933,167683.23
1934,177379.32
1935,178223.82
1936,186466.0
1937,191666.6
1938,165497.54
1939,273301.88
1940,197714.51
1941,177856.34
1942,187437.85
1943,197002.32
1944,305880.72
1945,354184.87
1946,164956.72
1947,333808.46
1948,163528.24
1949,237016.24
1950,176986.82
1951,262301.21
1952,244225.88
1953,161192.0
1954,226694.39
1955,134335.0
1956,287178.51
1957,172996.3
1958,291628.8
1959,144879.17
1960,117782.66
1961,119017.58
1962,90617.0
1963,104274.0
1964,111543.41
1965,145354.72
1966,141667.45
1967,259700.0
1968,348193.32
1969,345959.83
1970,412402.47
1971,417263.87
1972,352059.99
1973,276588.71
1974,303054.98
1975,436410.16
1976,261730.77
1977,329902.66
1978,354800.3
1979,340081.03
1980,197260.85
1981,327916.4
1982,216674.69
1983,214695.2
1984,160772.8
1985,191107.58
1986,197717.73
1987,186088.53
1988,185258.49
1989,196284.9
1990,223393.84
1991,217474.66
1992,215326.17
1993,175799.2
1994,255504.95
1995,187961.78
1996,263982.5
1997,336350.47
1998,316720.21
1999,240093.46
2000,302477.58
2001,260872.3
2002,217969.36
2003,243913.92
2004,245459.05
2005,226703.59
2006,224696.71
2007,265189.03
2008,214967.19
2009,193331.5
2010,194322.62
2011,162917.22
2012,183934.28
2013,182053.52
2014,191023.5
2015,193378.5
2016,187698.0
2017,207435.0
2018,130879.58
2019,131681.33333333334
2020,113447.0
2021,114396.66
2022,182197.24
2023,151650.47
2024,226717.44
2025,401019.4
2026,171205.0
2027,150862.77666666667
2028,150696.74
2029,169887.49
2030,289620.46
2031,271566.34
2032,286116.6
2033,267976.97
2034,164986.42
2035,205804.08
2036,189811.28
2037,188531.28
2038,360704.7
2039,210340.98
2040,432489.74
2041,288854.72
2042,216357.24
2043,164667.73
2044,164243.98
2045,214886.38
2046,134689.85
2047,149525.77
2048,132041.5
2049,136278.25
2050,177174.1
2051,125196.5
2052,133299.5
2053,145467.75
2054,86715.36
2055,143526.24
2056,147654.0
2057,120695.75
2058,221352.1
2059,130442.95
2060,151478.63
2061,175886.24
2062,135578.25
2063,119649.83
2064,131514.5
2065,110713.94
2066,184015.56
2067,147957.55
2068,138350.6
2069,87419.8
2070,112892.1
2071,84478.5
2072,137390.82
2073,141083.0
2074,174441.93
2075,151820.0
2076,120603.0
2077,148763.5
2078,129462.0
2079,122363.37
2080,125569.8
2081,122848.0
2082,130535.06
2083,144326.34
2084,117935.58
2085,133884.0
2086,139586.72
2087,124914.34
2088,112713.66
2089,91104.61
2090,137963.49
2091,128121.91
2092,133939.48
2093,130634.51
2094,146211.71
2095,143441.32
2096,97741.08
2097,107474.5
2098,141617.82
2099,52255.58
2100,131807.58
2101,122800.15
2102,148941.58
2103,106865.06
2104,131557.27
2105,135919.94
2106,69239.0
2107,252270.84
2108,121430.0
2109,132374.08
2110,126091.84
2111,155911.7
2112,135987.46
2113,116046.5
2114,121687.04
2115,149949.0
2116,126511.76
2117,140820.36
2118,125056.5
2119,111580.06
2120,117212.25
2121,99045.71
2122,95991.54
2123,99933.0
2124,202123.37
2125,118867.45
2126,138259.25
2127,146921.25
2128,137992.33
2129,102230.5
2130,145187.0
2131,154970.5
2132,119167.25
2133,117340.89
2134,120776.5
2135,103470.26
2136,84994.59
2137,112040.13
2138,138538.39
2139,157062.77
2140,143610.25
2141,146171.5
2142,141388.25
2143,147344.28
2144,117359.48
2145,135655.5
2146,157159.5
2147,151672.28
2148,123597.22
2149,129998.5
2150,219927.8
2151,129899.0
2152,167160.14
2153,152099.32
2154,119896.54
2155,145609.7
2156,219018.64
2157,221228.68
2158,253642.4
2159,233142.58
2160,175993.21
2161,264826.49
2162,433612.51
2163,353358.2
2164,249630.95
2165,176480.5
2166,141700.5
2167,184807.4
2168,208888.0
2169,188653.15
2170,219464.83
2171,155912.5
2172,143691.0
2173,166342.69
2174,246549.72
2175,305676.26
2176,283318.24
2177,265468.04
2178,220847.8
2179,142477.09523809524
2180,191666.72
2181,192573.27
2182,213154.36
2183,195362.99
2184,136215.12
2185,140009.59
2186,141158.0
2187,154749.4
2188,157215.04
2189,207767.82
2190,89893.14
2191,95201.5
2192,93353.27
2193,112476.5
2194,121765.5
2195,107585.85
2196,123939.54
2197,110022.8
2198,150701.25
2199,156277.0
2200,125378.79
2201,130617.6
2202,191170.5
2203,148452.5
2204,173065.64
2205,114865.0
2206,117391.0
2207,210883.95
2208,235054.1
2209,175128.6
2210,110255.83
2211,117164.0
2212,118470.0
2213,114269.0
2214,153944.14
2215,117102.0
2216,140612.87
2217,67824.66
2218,102996.24
2219,74183.43
2220,88408.71
2221,338436.24
2222,227013.49
2223,273446.6
2224,207631.26
2225,140944.71
2226,170653.17
2227,199714.22
2228,245025.6
2229,238525.72
2230,159843.59
2231,207709.83
2232,186582.24
2233,173382.12
2234,246252.73
2235,197593.5
2236,289591.92
2237,318120.75
2238,193700.7
2239,130237.02
2240,166051.83
2241,143568.46
2242,133636.5
2243,138415.17
2244,93424.0
2245,89283.71
2246,146972.75
2247,115376.0
2248,126686.0
2249,131057.0
2250,126006.5
2251,154365.04
2252,179272.32
2253,162016.36
2254,182542.35
2255,181501.84
2256,183227.3
2257,197096.5
2258,175908.67
2259,183493.0
2260,147298.5
2261,187520.0
2262,195547.22
2263,309238.44
2264,449868.1
2265,159342.98
2266,293646.2
2267,379069.86
2268,383235.77
2269,165715.66
2270,181153.45
2271,213551.74
2272,202549.85
2273,166259.0
2274,175140.2
2275,156088.5
2276,162318.65
2277,170988.5
2278,150913.39
2279,128094.5
2280,124577.24
2281,182285.87
2282,173558.24
2283,99613.0
2284,112479.63
2285,141037.7
2286,129223.0
2287,338907.48
2288,277186.36
2289,358416.95
2290,405463.43
2291,308948.16
2292,400799.11
2293,428073.44
2294,398048.49
2295,450731.07
2296,329842.59
2297,290849.86
2298,356311.71
2299,359162.57
2300,303913.07
2301,247316.78
2302,220208.22
2303,265193.57
2304,230314.46
2305,182022.36
2306,181685.96
2307,190326.58
2308,222051.12
2309,283867.75
2310,223720.14
2311,181978.72
2312,173586.56
2313,174656.12
2314,185549.22
2315,173826.82
2316,193307.97
2317,180760.42
2318,174737.77
2319,182504.02
2320,186814.28
2321,245769.17
2322,172596.01
2323,177651.77
2324,164177.95
2325,220524.11
2326,165680.95
2327,219514.98
2328,232615.3
2329,181481.0
2330,181326.5
2331,327258.35
2332,422622.8
2333,318429.26
2334,262837.77
2335,259393.8
2336,296284.72
2337,201910.81
2338,250114.11
2339,244030.1
2340,355547.16
2341,232993.75
2342,236610.54
2343,215579.29
2344,251586.35
2345,234571.32
2346,220856.3
2347,196376.74
2348,242758.99
2349,167258.79
2350,251950.72
2351,272375.78
2352,259157.91
2353,215202.54
2354,152440.0
2355,179395.68
2356,150920.59
2357,218042.17
2358,202900.4
2359,139837.68333333335
2360,124006.5
2361,136880.0
2362,273269.99
2363,138729.0
2364,143439.25
2365,209254.94
2366,197893.03
2367,237502.12
2368,186001.14
2369,233664.6
2370,172005.0
2371,171932.64
2372,188125.27
2373,262008.43
2374,288095.28
2375,250171.57
2376,261541.66
2377,339103.7
2378,153737.0
2379,185012.5
2380,143830.0
2381,159180.5
2382,211053.6
2383,217431.18
2384,249624.7
2385,150831.25
2386,144688.0
2387,142631.87
2388,112028.33
2389,129175.5
2390,148275.5
2391,127101.5
2392,120282.82
2393,158861.45
2394,139616.0
2395,203028.8
2396,157496.82
2397,195269.46
2398,118278.5
2399,56063.07
2400,54803.54
2401,120618.5
2402,139647.25
2403,130432.35
2404,158246.37
2405,157425.5
2406,130712.5
2407,122909.55
2408,140341.0
2409,136468.25
2410,157252.74
2411,118891.66
2412,156211.0
2413,134274.5
2414,143333.75
2415,125252.68
2416,120179.59
2417,128834.25
2418,131216.5
2419,129615.01
2420,121289.0
2421,153283.44
2422,125872.01
2423,138096.24
2424,162853.18
2425,176662.9
2426,107516.18
2427,138447.19
2428,177737.74
2429,114893.09
2430,130674.08
2431,110042.94
2432,133000.0
2433,141073.0
2434,140560.87
2435,147401.74
2436,117677.0
2437,109479.89
2438,120643.62
2439,113105.27
2440,116343.16
2441,88486.9
2442,109544.97
2443,121321.8
2444,120974.0
2445,100936.04
2446,129191.74
2447,199361.0
2448,157464.51
2449,113159.8
2450,141115.04
2451,127747.17
2452,248100.97
2453,120763.9
2454,141756.61
2455,106738.58
2456,135598.25
2457,118535.68
2458,120718.62
2459,108791.39
2460,130672.5
2461,123980.5
2462,146422.5
2463,114996.84
2464,181047.05
2465,120027.66
2466,112555.5
2467,142814.59
2468,102672.08
2469,92003.94
2470,193274.18
2471,217027.55
2472,166603.54
2473,108255.97
2474,110772.32
2475,228127.79
2476,109453.58
2477,132656.0
2478,150782.95
2479,105417.59
2480,147379.9
2481,128368.5
2482,126719.6
2483,123313.58
2484,124177.0
2485,124450.08
2486,148569.3
2487,180958.91
2488,152516.35
2489,146955.0
2490,151149.9
2491,98548.29
2492,188307.32
2493,151986.31
2494,163808.64
2495,112423.96
2496,230115.04
2497,143027.55
2498,115178.58
2499,106304.05
2500,135501.3
2501,129795.55
2502,149106.82
2503,99146.69
2504,193522.38
2505,235966.55
2506,274181.4
2507,331743.39
2508,275822.71
2509,219402.91
2510,236360.36
2511,191005.11
2512,220876.36
2513,216790.88
2514,295434.47
2515,147573.0
2516,159373.09
2517,141734.0
2518,147881.0
2519,229105.76
2520,211758.4
2521,201217.0
2522,221857.35
2523,122633.5
2524,142531.87
2525,143203.0
2526,135992.37
2527,121911.5
2528,125115.5
2529,125649.5
2530,124859.25
2531,233708.49
2532,235413.54
2533,205498.74
2534,251031.47
2535,322353.25
2536,252451.81
2537,233770.4
2538,183012.52
2539,182694.32
2540,180056.9
2541,186170.03
2542,161609.47
2543,127315.43
2544,130454.0
2545,127529.74
2546,143999.0
2547,142176.0
2548,156802.46
2549,154627.11
2550,339423.04
2551,146654.0
2552,126586.63
2553,93766.86
2554,109588.01
2555,113047.9
2556,106146.16
2557,108174.27
2558,150744.77
2559,120856.0
2560,126289.69
2561,134866.27
2562,136321.41
2563,146061.12
2564,167983.5
2565,145975.0
2566,150730.02
2567,122172.13
2568,178170.28
2569,181041.98
2570,112158.33
2571,176040.02
2572,182102.0
2573,243965.93
2574,341061.47
2575,117989.04
2576,136026.48
2577,151374.6
2578,98659.86
2579,80508.98
2580,134362.92
2581,127465.71
2582,113540.86
2583,259484.54
2584,167606.27
2585,169875.2
2586,194274.03
2587,198051.46
2588,150214.79
2589,141397.0
2590,216970.82
2591,224028.68
2592,240173.48
2593,261578.95
2594,181038.96
2595,216354.38
2596,310960.15
2597,191114.64
2598,274460.6
2599,354795.57
2600,158823.92
2601,140740.76666666666
2602,83781.0
2603,85950.0
2604,83209.0
2605,86911.0
2606,141700.94
2607,172785.5
2608,196851.6
2609,162879.57
2610,124637.0
2611,140457.0
2612,154426.81
2613,130198.0
2614,125815.32
2615,147907.5
2616,140885.5
2617,162581.22
2618,180749.95
2619,231465.91
2620,183849.49
2621,191490.0
2622,201235.0
2623,275262.23
2624,271058.44
2625,323832.45
2626,167131.79
2627,189979.0
2628,415312.33
2629,581212.68
2630,362521.61
2631,451088.5
2632,413063.47
2633,335717.04
2634,382623.42
2635,151374.87
2636,194113.24
2637,152243.0
2638,267550.95
2639,178510.22
2640,151864.75
2641,103450.21
2642,189070.37
2643,103217.83
2644,123843.33
2645,98274.0
2646,90657.0
2647,102329.0
2648,133189.5
2649,149052.45
2650,145643.85
2651,149918.0
2652,439118.83
2653,264040.74
2654,248627.18
2655,354596.67
2656,342279.28
2657,343607.4
2658,302766.14
2659,310504.07
2660,313467.63
2661,331582.73
2662,333161.7
2663,264185.49
2664,281994.43
2665,299859.77
2666,299045.34
2667,169555.16
2668,183935.24
2669,179219.72
2670,303396.31
2671,186494.81
2672,179602.3
2673,206530.3
2674,213899.16
2675,164503.69
2676,188632.4
2677,193315.47
2678,283544.74
2679,253477.11
2680,259600.0
2681,398483.53
2682,330696.88
2683,538076.06
2684,301520.32
2685,331357.2
2686,268217.46
2687,282689.49
2688,242377.29
2689,215690.2
2690,459109.61
2691,186420.6
2692,155509.32
2693,191447.4
2694,155878.32
2695,200355.43
2696,192547.21
2697,202147.78
2698,199544.84
2699,174280.96
2700,169333.46
2701,151724.29
2702,122537.5
2703,142322.33
2704,146196.21
2705,132395.0
2706,124561.0
2707,122694.58
2708,139517.0
2709,116672.12
2710,126680.58
2711,275053.49
2712,338657.25
2713,161616.49
2714,150969.6
2715,172304.27
2716,158101.35
2717,196061.25
2718,244143.63
2719,155015.42
2720,162569.32
2721,138004.12
2722,155395.58
2723,133646.5
2724,128798.6
2725,137943.5
2726,146943.5
2727,175634.25
2728,168934.0
2729,154187.33
2730,145038.25
2731,115287.54
2732,119438.25
2733,152365.5
2734,162731.32
2735,127959.0
2736,154004.09
2737,123337.75
2738,135384.42
2739,159668.5
2740,139313.0
2741,140843.32
2742,152165.59
2743,149006.5
2744,148554.75
2745,130581.5
2746,134938.75
2747,153573.32
2748,134207.5
2749,131917.0
2750,136303.43
2751,126370.33
2752,271093.11
2753,143465.71
2754,186879.53
2755,122836.83
2756,92436.61
2757,60972.35
2758,85750.32
2759,148056.54
2760,135799.72
2761,149384.5
2762,151011.5
2763,186706.22
2764,170928.9
2765,268829.1
2766,136392.19
2767,92464.49
2768,128111.34
2769,123832.27
2770,144135.0
2771,118774.58
2772,128328.0
2773,147056.09
2774,138044.0
2775,141243.97
2776,138960.29
2777,143886.0
2778,120740.0
2779,122109.5
2780,96550.16
2781,104875.87
2782,109424.16
2783,108561.75
2784,122640.75
2785,140507.65
2786,76523.77
2787,118233.5
2788,85347.11
2789,212453.59
2790,99857.68
2791,124250.5
2792,72752.97
2793,194786.04
2794,103415.76
2795,121084.89
2796,102197.8
2797,204143.44
2798,122046.58
2799,126338.19
2800,80044.09
2801,108797.7
2802,138586.96
2803,160773.72
2804,155119.06
2805,100208.93
2806,98349.8
2807,161528.95
2808,148808.25
2809,134197.6
2810,137301.25
2811,159782.0
2812,146762.5
2813,145659.79
2814,138780.81
2815,93440.97
2816,263725.91
2817,143980.33
2818,127980.8
2819,156119.13
2820,137965.75
2821,108183.04
2822,201198.49
2823,234610.5
2824,174952.36
2825,166038.5
2826,139670.5
2827,142308.87
2828,210502.4
2829,176607.2
2830,228438.13
2831,190480.44
2832,212111.5
2833,263439.15
2834,212819.8
2835,221153.66
2836,186276.5
2837,163502.32
2838,150771.5
2839,183124.7
2840,184685.64
2841,206764.4
2842,210116.32
2843,156914.03
2844,167408.27
2845,125792.0
2846,216703.15
2847,200516.5
2848,220865.01
2849,216853.74
2850,264105.74
2851,249951.15
2852,213568.2
2853,248122.56
2854,140139.0
2855,190821.98
2856,213771.18
2857,187344.85
2858,190320.38
2859,125169.42
2860,137640.1
2861,122824.04
2862,190299.28
2863,132110.0
2864,265288.33
2865,144980.0
2866,135639.0
2867,93896.11
2868,101289.0
2869,119446.32
2870,148640.4
2871,115073.86
2872,53234.31
2873,110135.24
2874,127477.87
2875,109902.08
2876,157003.09
2877,139134.55
2878,156665.0
2879,138729.19
2880,105391.92
2881,165390.83
2882,155231.5
2883,161301.25
2884,176140.76
2885,192037.92
2886,188493.98
2887,94373.38
2888,118183.37
2889,62387.81
2890,84065.11
2891,144580.5
2892,60950.92
2893,123628.4
2894,69770.37
2895,265785.96
2896,263504.5
2897,198673.72
2898,155344.73
2899,236762.37
2900,160795.0
2901,187485.22
2902,184684.32
2903,328055.82
2904,333408.67
2905,141594.33
2906,192467.7
2907,125402.2
2908,130037.0
2909,142103.85
2910,81980.0
2911,83918.0
2912,160501.5
2913,88538.0
2914,84695.0
2915,86835.0
2916,83430.0
2917,148840.37
2918,129468.6
2919,235838.89
